type,sectionName,webPublicationDate,webTitle,webUrl,date
liveblog,World news,2023-12-15T16:30:04Z,Macron confident Orbán can be persuaded to support funding for Kyiv: EU summit – as it happened,https://www.theguardian.com/world/live/2023/dec/15/eu-summit-live-talks-hungary-viktor-orban-aid-ukraine,2023-12-15
article,World news,2023-12-15T18:01:32Z,"Orbán must not hold EU hostage over Ukraine, Macron says",https://www.theguardian.com/world/2023/dec/15/eu-emmanuel-macron-viktor-orban-ukraine-aid,2023-12-15
article,Opinion,2023-12-15T18:30:35Z,The Guardian view on Ukraine and the EU: accession talks mean the glass is half-full | Editorial,https://www.theguardian.com/commentisfree/2023/dec/15/the-guardian-view-on-ukraine-and-the-eu-accession-talks-mean-the-glass-is-half-full,2023-12-15
article,World news,2023-12-16T01:37:59Z,Russia-Ukraine war at a glance: what we know on day 661,https://www.theguardian.com/world/2023/dec/16/russia-ukraine-war-at-a-glance-what-we-know-on-day-661,2023-12-16
liveblog,World news,2023-12-16T15:19:56Z,"Russia-Ukraine war: Ukraine hit by one of the worst cyber attacks of the war, says UK – as it happened",https://www.theguardian.com/world/live/2023/dec/16/russia-ukraine-war-patriarch-kirill-putin-zelenskiy-latest-news,2023-12-16
article,Football,2023-12-17T08:00:20Z,France struggles to find right balance as violence at matches escalates,https://www.theguardian.com/football/2023/dec/17/france-struggles-to-find-right-balance-as-violence-at-matches-escalates,2023-12-17
article,World news,2023-12-19T02:07:45Z,Russia-Ukraine war at a glance: what we know on day 664,https://www.theguardian.com/world/2023/dec/19/russia-ukraine-war-at-a-glance-what-we-know-on-day-664,2023-12-19
article,Society,2023-12-19T11:45:38Z,Assisted dying around the world: where and when it is allowed,https://www.theguardian.com/society/2023/dec/19/assisted-dying-around-world-where-when-allowed-esther-rantzen,2023-12-19
liveblog,World news,2023-12-19T18:48:44Z,"Russia-Ukraine war live: Zelenskiy says army has asked for up to 500,000 more troops to be mobilised — as it happened",https://www.theguardian.com/world/live/2023/dec/19/russia-ukraine-war-live-us-aid-kyiv-white-house-congress-zelenskiy-putin-,2023-12-19
article,World news,2023-12-20T13:45:37Z,Political crisis brewing in France after minister resigns over immigration bill,https://www.theguardian.com/world/2023/dec/20/political-crisis-brewing-in-france-after-minister-aurelien-rousseau-resigns-over-immigration-bill,2023-12-20
article,Opinion,2023-12-20T18:26:16Z,The Guardian view on the politics of migration: when centrists dabble in extremism | Editorial,https://www.theguardian.com/commentisfree/2023/dec/20/the-guardian-view-on-the-politics-of-migration-when-centrists-dabble-in-extremism,2023-12-20
article,World news,2023-12-20T20:37:14Z,Emmanuel Macron denies controversial immigration bill is victory for far right,https://www.theguardian.com/world/2023/dec/20/macron-denies-controversial-immigration-bill-is-victory-for-far-right,2023-12-20
article,World news,2023-12-20T22:40:27Z,"Fighting terrorism did not mean Israel had to ‘flatten Gaza’, says Emmanuel Macron",https://www.theguardian.com/world/2023/dec/20/fighting-terrorism-did-not-mean-israel-had-to-flatten-gaza-says-emmanuel-macron,2023-12-20
liveblog,World news,2023-12-21T02:15:32Z,"Israel orders new evacuations in southern Gaza, says UN – as it happened",https://www.theguardian.com/world/live/2023/dec/20/israel-gaza-war-live-updates-ceasefire-hamas-chief-egypt-hostage-talks-palestine,2023-12-21
article,Film,2023-12-21T02:56:57Z,Outrage as Emmanuel Macron says Gérard Depardieu is target of ‘manhunt’ ,https://www.theguardian.com/film/2023/dec/21/emmanuel-macron-says-gerard-depardieu-is-target-of-manhunt,2023-12-21
article,Australia news,2023-12-21T06:01:54Z,Afternoon Update: why Australia said no to US warship request; Matildas sellout streak continues; and Melbourne mourns ‘a true icon’,https://www.theguardian.com/australia-news/2023/dec/21/afternoon-update-why-australia-said-no-to-us-warship-request-matildas-sell-out-streak-continues-and-melbourne-mourns-a-true-icon,2023-12-21
article,World news,2023-12-21T06:08:56Z,"Gaza children being killed or mutilated in ‘very extreme’ numbers, Australian doctor says",https://www.theguardian.com/australia-news/2023/dec/21/gaza-children-being-killed-or-mutilated-in-very-extreme-numbers-australian-doctor-says,2023-12-21
liveblog,World news,2023-12-21T02:15:32Z,"Israel orders new evacuations in southern Gaza, says UN – as it happened",https://www.theguardian.com/world/live/2023/dec/20/israel-gaza-war-live-updates-ceasefire-hamas-chief-egypt-hostage-talks-palestine,2023-12-21
article,Film,2023-12-21T02:56:57Z,Outrage as Emmanuel Macron says Gérard Depardieu is target of ‘manhunt’ ,https://www.theguardian.com/film/2023/dec/21/emmanuel-macron-says-gerard-depardieu-is-target-of-manhunt,2023-12-21
article,Australia news,2023-12-21T06:01:54Z,Afternoon Update: why Australia said no to US warship request; Matildas sellout streak continues; and Melbourne mourns ‘a true icon’,https://www.theguardian.com/australia-news/2023/dec/21/afternoon-update-why-australia-said-no-to-us-warship-request-matildas-sell-out-streak-continues-and-melbourne-mourns-a-true-icon,2023-12-21
article,World news,2023-12-21T06:08:56Z,"Gaza children being killed or mutilated in ‘very extreme’ numbers, Australian doctor says",https://www.theguardian.com/australia-news/2023/dec/21/gaza-children-being-killed-or-mutilated-in-very-extreme-numbers-australian-doctor-says,2023-12-21
article,US news,2023-12-21T11:31:51Z,‘Very serious’ ceasefire negotiations in Gaza face impasse | First Thing,https://www.theguardian.com/us-news/2023/dec/21/first-thing-very-serious-ceasefire-negotiations-in-gaza-face-impasse,2023-12-21
article,Opinion,2023-12-21T13:58:59Z,"In pandering to the far right on immigration, Macron has handed it a victory. Take note, Britain | John Lichfield",https://www.theguardian.com/commentisfree/2023/dec/21/far-right-immigration-emmanual-macron-marine-le-pen-bill,2023-12-21
liveblog,World news,2023-12-22T03:38:12Z,UN security council vote delayed yet again and now set for Friday – as it happened,https://www.theguardian.com/world/live/2023/dec/21/israel-gaza-war-live-updates-hamas-leader-ismail-haniyeh-hostage-talks-egypt-palestine,2023-12-22
article,Opinion,2023-12-22T07:00:49Z,"Nativity season in France means peace, goodwill – and an annual row in the town hall | Paul Taylor",https://www.theguardian.com/commentisfree/2023/dec/22/france-crib-town-hall-nativity-secular-right,2023-12-22
liveblog,World news,2023-12-25T00:06:41Z,Israel-Gaza war live: at least 70 killed in Israeli strike on refugee camp – as it happened,https://www.theguardian.com/world/live/2023/dec/24/israel-gaza-war-live-biden-calls-on-netanyahu-to-protect-civilians-in-gaza-but-stops-short-of-ceasefire-request,2023-12-25
article,World news,2023-12-26T13:26:46Z,‘Vandalism’: outcry over plans to replace Notre Dame Cathedral’s chapel windows,https://www.theguardian.com/world/2023/dec/26/replace-notre-dame-cathedrals-stained-glass-windows-petition-macron-restoration,2023-12-26
article,World news,2023-12-27T06:45:00Z,Wednesday briefing: Can there be any winners in the Israel-Hamas war?,https://www.theguardian.com/world/2023/dec/27/first-edition-israel-hamas-2023,2023-12-27
article,World news,2023-12-27T19:07:27Z,"Jacques Delors, former European Commission president, dies aged 98",https://www.theguardian.com/world/2023/dec/27/jacques-delors-former-european-commission-president-dies-aged-98,2023-12-27
liveblog,World news,2023-12-27T23:16:27Z,"‘Intense’ ground fighting blocking aid deliveries in Gaza, UN warns – as it happened",https://www.theguardian.com/world/live/2023/dec/27/israel-gaza-war-live-hamas-palestinians-west-bank-un-aid-us,2023-12-27
article,US news,2023-12-28T10:59:23Z,UN report condemns Israeli treatment of Palestinians in West Bank | First Thing,https://www.theguardian.com/us-news/2023/dec/28/first-thing-un-report-condemns-israeli-treatment-of-palestinians-in-west-bank,2023-12-28
liveblog,World news,2023-12-29T00:52:12Z,Netanyahu cancels war cabinet meeting due to discuss plans for Gaza after war – as it happened,https://www.theguardian.com/world/live/2023/dec/28/israel-gaza-war-live-macron-calls-for-lasting-ceasefire-as-israel-intensifies-attacks-on-gaza,2023-12-29
article,Opinion,2023-12-29T09:00:02Z,Support for Gérard Depardieu comes from the France that is obsessed with its image and stuck in the past | Elsa Court,https://www.theguardian.com/commentisfree/2023/dec/29/support-gerard-depardieu-france-obsessed-image-past,2023-12-29
article,Opinion,2023-12-29T10:01:05Z,"Amid fears of escalation in the Israel-Gaza conflict, consider this: war without end suits Netanyahu | Simon Tisdall",https://www.theguardian.com/commentisfree/2023/dec/29/israel-gaza-conflict-war-benjamin-netanyahu,2023-12-29
article,World news,2023-12-30T05:00:23Z,Row in France as government reluctant to back dry January,https://www.theguardian.com/world/2023/dec/30/row-in-france-as-government-reluctant-to-back-dry-january,2023-12-30
article,Opinion,2023-12-31T09:30:01Z,Evoking genius to defend ‘dark stars’ like Gérard Depardieu looks terribly French – and it is | Agnès Poirier,https://www.theguardian.com/commentisfree/2023/dec/31/evoking-genius-to-defend-dark-stars-like-gerald-depardieu-looks-terribly-french,2023-12-31
liveblog,World news,2024-01-01T01:03:10Z,New Year’s Eve celebrations around the world as 2024 begins – as it happened,https://www.theguardian.com/world/live/2023/dec/31/new-years-eve-live-celebrations-around-the-world-as-2024-begins,2024-01-01
liveblog,World news,2024-01-03T02:42:36Z,Israeli military forces in a state of ‘high readiness’ says senior IDF spokesperson – as it happened,https://www.theguardian.com/world/live/2024/jan/02/israel-gaza-war-live-israeli-military-kills-four-alleged-palestinian-militants-in-west-bank-idf-says,2024-01-03
liveblog,World news,2024-01-04T03:11:24Z,Local Hezbollah official and two other members reportedly killed in Israeli strike in Lebanon on Wednesday – as it happened,https://www.theguardian.com/world/live/2024/jan/03/israel-gaza-war-live-updates-palestine-hamas-leader-saleh-al-arouri-death-idf-beirut-lebanon,2024-01-04
liveblog,World news,2024-01-06T00:17:06Z,"Unauthorised Jewish settlements surge in occupied West Bank, says watchdog – as it happened",https://www.theguardian.com/world/live/2024/jan/05/middle-east-crisis-live-updates-antony-blinken-israel-palestine-gaza-hamas,2024-01-06
article,Culture,2024-01-06T09:42:43Z,‘Unthinkable’: Marie Curie’s Paris lab saved from the bulldozers … for now,https://www.theguardian.com/culture/2024/jan/06/unthinkable-marie-curies-paris-lab-saved-from-the-bulldozers-for-now,2024-01-06
liveblog,World news,2024-01-09T14:55:05Z,"Gabriel Attal, nicknamed ‘baby Macron’, becomes youngest ever French prime minister at 34 – as it happened",https://www.theguardian.com/world/live/2024/jan/09/france-new-prime-minister-emmanuel-macron-europe-live-news-updates,2024-01-09
liveblog,Business,2024-01-09T15:59:03Z,Eurozone unemployment hits joint record low; UK election could prompt bond turmoil – as it happened,https://www.theguardian.com/business/live/2024/jan/09/uk-recruitment-slowdown-hays-christmas-sales-disappoint-boeing-737-max-eurozone-unemployment-business-live,2024-01-09
liveblog,World news,2024-01-09T16:06:17Z,Russia-Ukraine war: drones hit Russian oil facility more than 130 miles from Ukraine – as it happened,https://www.theguardian.com/world/live/2024/jan/09/russia-ukraine-war-latest-news-updates,2024-01-09
article,Environment,2024-01-09T16:21:09Z,Deep-sea mining: why is interest growing and what are the risks?,https://www.theguardian.com/environment/2024/jan/09/deep-sea-mining-why-is-interest-growing-and-what-are-the-risks,2024-01-09
article,World news,2024-01-09T18:12:10Z,Gabriel Attal’s real challenge will be to break French parliament’s political deadlock,https://www.theguardian.com/world/2024/jan/09/gabriel-attals-real-challenge-will-be-to-break-french-parliaments-political-deadlock,2024-01-09
article,World news,2024-01-09T18:39:44Z,Gabriel Attal becomes youngest French PM as Macron tries to revive popularity,https://www.theguardian.com/world/2024/jan/09/gabriel-attal-appointed-youngest-french-pm-as-macron-tries-to-revive-popularity,2024-01-09
article,Australia news,2024-01-09T20:00:06Z,"Morning Mail: supermarkets under scrutiny, world’s hottest year record ‘smashed’, Trump immunity tested in court",https://www.theguardian.com/australia-news/2024/jan/10/morning-mail-supermarkets-under-scrutiny-worlds-hottest-year-record-smashed-trump-immunity-tested-in-court,2024-01-09
article,World news,2024-01-10T19:47:48Z,New French PM seeks to send strong message on law and order,https://www.theguardian.com/world/2024/jan/10/new-french-pm-seeks-to-send-strong-message-on-law-and-order,2024-01-10
article,World news,2024-01-11T19:48:56Z,Rachida Dati makes surprise return to French cabinet,https://www.theguardian.com/world/2024/jan/11/rachida-dati-french-cabinet-gabriel-attal,2024-01-11
article,World news,2024-01-12T05:00:21Z,Jewish students condemn antisemitic tweets about French PM Gabriel Attal,https://www.theguardian.com/world/2024/jan/12/jewish-students-condemn-antisemitic-tweets-french-pm-gabriel-attal-homophobia,2024-01-12
article,World news,2024-01-12T16:19:00Z,Macron looks to Sarkozy connection to head off far right in France,https://www.theguardian.com/world/2024/jan/12/macron-looks-to-sarko-connection-to-head-off-far-right-in-france,2024-01-12
article,Business,2024-01-13T15:00:02Z,"Climate, chaos and war fill a doomy agenda at Davos",https://www.theguardian.com/business/2024/jan/13/davos-world-economic-forum-climate-chaos-war,2024-01-13
liveblog,World news,2024-01-14T15:59:50Z,Russia-Ukraine war: Ukraine presents peace formula to meeting of national security advisers at Davos – as it happened,https://www.theguardian.com/world/live/2024/jan/14/russia-ukraine-war-live-frances-new-foreign-minister-pledges-continued-support-for-ukraine-in-visit,2024-01-14
liveblog,World news,2024-01-15T15:58:32Z,"Russia-Ukraine war live: Ukraine says it has shot down Russian spy plane; UK to send 20,000 troops to Nato military exercise",https://www.theguardian.com/world/live/2024/jan/15/russia-ukraine-war-live-latest-news-updates,2024-01-15
article,Business,2024-01-15T17:45:00Z,Geopolitical tensions and AI dominate start of World Economic Forum,https://www.theguardian.com/business/2024/jan/15/geopolitical-tensions-and-ai-dominate-start-of-world-economic-forum,2024-01-15
article,World news,2024-01-15T17:59:11Z,Row over education minister sparks crisis in France’s new government,https://www.theguardian.com/world/2024/jan/15/row-over-education-minister-sparks-crisis-in-frances-new-government,2024-01-15
article,World news,2024-01-17T00:46:43Z,"‘France to stay France’, says Macron, as he lays out vision to counter far right",https://www.theguardian.com/world/2024/jan/17/emmanuel-macron-speech-press-conference-education-schooling-changes-screen-time-new-cabinet,2024-01-17
article,World news,2024-01-17T06:52:21Z,Wednesday briefing: The days that could decide how Rishi Sunak is remembered,https://www.theguardian.com/world/2024/jan/17/rishi-sunak-rwanda-bill-vote,2024-01-17
article,Opinion,2024-01-17T07:00:23Z,Here’s a tip for Europe’s crisis-beset leaders: ask ‘What would Jacques Delors do?’ | Paul Taylor,https://www.theguardian.com/commentisfree/2024/jan/17/europe-leaders-jacques-delors-war-donald-trump,2024-01-17
article,World news,2024-01-17T15:00:22Z,Macron criticised from all sides after ‘reactionary’ press conference,https://www.theguardian.com/world/2024/jan/17/macron-criticised-from-all-sides-after-reactionary-press-conference,2024-01-17
liveblog,World news,2024-01-17T16:23:35Z,"Russia-Ukraine war: Protesters clash with Russian police after activist jailed; Ukraine plans to ‘throw Russia from skies’, says minister – as it happened",https://www.theguardian.com/world/live/2024/jan/17/russia-ukraine-war-live-missiles-civilian-kharkiv-zelenskiy-putin-latest-updates,2024-01-17
liveblog,Business,2024-01-17T17:49:54Z,Davos day two: Argentina’s Milei claims the western world is in danger from socialism – as it happened,https://www.theguardian.com/business/live/2024/jan/17/davos-day-two-rachel-reeves-ceos-blinken-guterres-macron-milei-ukraine-iran-business-live,2024-01-17
liveblog,World news,2024-01-18T02:46:28Z,Israeli forces kill 10 in West Bank – as it happened,https://www.theguardian.com/world/live/2024/jan/17/middle-east-crisis-live-news-updates-israel-gaza-palestine-hamas-war-iran-strike-pakistan-sunni-us-red-sea-crisis-houthi-missile-attack,2024-01-18
article,World news,2024-01-18T05:00:03Z,Jetsetting Orbán is speed-dating global strongmen – but at what cost?,https://www.theguardian.com/world/2024/jan/18/viktor-orban-global-strongmen-hungary,2024-01-18
liveblog,World news,2024-01-18T16:02:08Z,"Russia-Ukraine war: Russia seizes village in eastern Donetsk, officials say; Ukraine claims drone strike in St Petersburg – as it happened",https://www.theguardian.com/world/live/2024/jan/18/russia-ukraine-war-live-black-sea-grain-exports-approaching-pre-war-levels,2024-01-18
article,Business,2024-01-19T15:00:05Z,"Casting their shadow: how Trump, Putin and AI dominated talk at Davos",https://www.theguardian.com/business/2024/jan/19/how-trump-putin-ai-dominated-davos-world-economic-forum-labour,2024-01-19
article,World news,2024-01-19T17:14:37Z,France and Germany to research provenance of African objects in national museums ,https://www.theguardian.com/world/2024/jan/19/france-germany-research-provenance-african-objects-national-museums,2024-01-19
article,Film,2024-01-20T06:00:51Z,‘What happened to me mustn’t happen to the next generation’: Judith Godrèche on grooming and France’s #MeToo,https://www.theguardian.com/film/2024/jan/20/what-happened-to-me-mustnt-happen-to-the-next-generation-judith-godreche-on-grooming-and-frances-metoo,2024-01-20
article,Opinion,2024-01-20T14:00:00Z,Fascism is everywhere on the march. And it’s Trump who sets the pace | Simon Tisdall,https://www.theguardian.com/commentisfree/2024/jan/20/fascism-is-everywhere-on-the-march-and-its-trump-who-sets-the-pace,2024-01-20
article,Opinion,2024-01-22T07:00:50Z,Which ‘crisis tribe’ do you belong to? These five factions will define Europe in 2024 | Ivan Krastev and Mark Leonard,https://www.theguardian.com/commentisfree/2024/jan/22/crisis-tribe-europe-2024-european-elections,2024-01-22
article,Film,2024-01-22T17:57:33Z,Gérard Depardieu sexual assault claim dropped due to statute of limitations,https://www.theguardian.com/film/2024/jan/22/gerard-depardieu-sexual-assault-claim-dropped-due-to-statute-of-limitations,2024-01-22
article,Australia news,2024-01-23T08:00:52Z,"His name at home shredded, Scott Morrison looks overseas for a fresh start. Will he find his people? | Malcom Farr",https://www.theguardian.com/australia-news/commentisfree/2024/jan/23/his-name-at-home-shredded-scott-morrison-looks-overseas-for-a-fresh-start-will-he-find-his-people,2024-01-23
liveblog,World news,2024-01-23T16:11:04Z,Woman dies after car hits French farmers’ blockade; Germany faces massive rail strike – as it happened,https://www.theguardian.com/world/live/2024/jan/23/germany-massive-disruptions-rail-strike-france-farmers-europe-live,2024-01-23
article,World news,2024-01-23T18:40:22Z,"Disinformation attacks targeted voters, media and LGBTQ+ groups, EU report finds",https://www.theguardian.com/world/2024/jan/23/disinformation-attacks-targeted-voters-media-and-lgbtq-groups-eu-report-finds,2024-01-23
article,UK news,2024-01-27T08:00:32Z,Hinkley Point C woes threaten to break UK and France’s nuclear fusion,https://www.theguardian.com/uk-news/2024/jan/27/hinkley-point-c-woes-threaten-break-uk-france-nuclear-fusion,2024-01-27
article,Books,2024-01-28T07:00:03Z,"Édouard Louis: ‘All my writing is political – and all my life is, too’",https://www.theguardian.com/books/2024/jan/28/edouard-louis-the-end-of-eddy-change-interview,2024-01-28
article,Opinion,2024-01-28T09:00:03Z,"Plummeting morale, low pay, unjust wars. No wonder young people resist joining up | Martha Gill",https://www.theguardian.com/commentisfree/2024/jan/28/plummeting-morale-low-pay-unjust-wars-it-is-no-wonder-young-people-resist-joining-up,2024-01-28
article,Opinion,2024-01-28T13:04:44Z,Emmanuel Macron is playing a dangerous game with abortion rights in France | Cécile Simmons,https://www.theguardian.com/commentisfree/2024/jan/28/emmanuel-macron-abortion-france-president-natalist-far-right-laws,2024-01-28
article,Opinion,2024-01-28T17:06:37Z,The Guardian view on Macron v France’s radical right: dangerous liaisons might backfire | Editorial,https://www.theguardian.com/commentisfree/2024/jan/28/the-guardian-view-on-macron-v-frances-radical-right-dangerous-liaisons-might-backfire,2024-01-28
article,World news,2024-01-29T05:00:24Z,Bayeux Museum lands 1872 reproduction of tapestry from Rolling Stone’s estate,https://www.theguardian.com/world/2024/jan/29/bayeux-museum-lands-19th-century-reproduction-of-tapestry-for-16000,2024-01-29
article,World news,2024-01-29T18:20:47Z,France warns farmers that blocking Paris market will be red line in protest,https://www.theguardian.com/world/2024/jan/29/french-farmers-drive-tractors-towards-paris-in-blockade-threat,2024-01-29
article,Opinion,2024-01-30T07:00:24Z,"From Germany to Israel, it’s ‘the will of the people’ v the rule of law. Which will win? | Paul Taylor",https://www.theguardian.com/commentisfree/2024/jan/30/germany-israel-rule-of-law-democracy-populists,2024-01-30
liveblog,World news,2024-01-30T15:41:20Z,French prime minister says country’s farmers should be granted ‘exception’ as protests and road blocks continue – as it happened,https://www.theguardian.com/world/live/2024/jan/30/europe-eu-summit-paris-france-brussels-hungary-latest-live-news,2024-01-30
liveblog,Business,2024-01-30T15:59:44Z,IMF warns Hunt against tax cuts; eurozone avoids recession – as it happened,https://www.theguardian.com/business/live/2024/jan/30/eurozone-gdp-france-germany-italy-spain-growth-recession-uk-nflation-world-economy-business-live,2024-01-30
article,World news,2024-01-30T18:14:37Z,Ukraine’s top general refuses request from Zelenskiy to step down,https://www.theguardian.com/world/2024/jan/30/volodymyr-zelenskiy-asked-top-general-to-step-down-but-he-refused,2024-01-30
article,World news,2024-01-30T19:50:48Z,"EU must defend Ukraine even if US reduces military support, Macron says",https://www.theguardian.com/world/2024/jan/30/eu-defend-ukraine-if-us-reduces-military-support-emmanuel-macron-says,2024-01-30
article,Sport,2024-01-30T22:30:09Z,British police and security services to help protect Paris Olympics,https://www.theguardian.com/sport/2024/jan/30/british-police-and-security-services-to-help-protect-paris-olympics,2024-01-30
article,World news,2024-01-31T00:54:42Z,Russia-Ukraine war at a glance: what we know on day 707,https://www.theguardian.com/world/2024/jan/31/russia-ukraine-war-at-a-glance-what-we-know-on-day-707,2024-01-31
liveblog,World news,2024-01-31T15:11:17Z,Europe live: Brussels recommends delay to ‘set-aside’ rules that have fuelled farmers’ protests – as it happened ,https://www.theguardian.com/world/live/2024/jan/31/french-france-farmer-protests-latest-eu-europe-news-updates-live-emmanuel-macron,2024-01-31
liveblog,World news,2024-01-31T16:02:13Z,Russia-Ukraine war live: Russia and Ukraine exchange prisoners of war – as it happened,https://www.theguardian.com/world/live/2024/jan/31/russia-ukraine-war-live-latest-updates,2024-01-31
liveblog,World news,2024-02-01T17:16:26Z,Von der Leyen and two prime ministers meet farming groups over protests – as it happened,https://www.theguardian.com/world/live/2024/feb/01/eu-leaders-gather-for-key-summit-in-bid-to-unblock-orban-veto-on-ukraine-aid-europe-live,2024-02-01
article,World news,2024-02-01T17:53:02Z,EU agrees €50bn package for Ukraine as Viktor Orbán bows to pressure,https://www.theguardian.com/world/2024/feb/01/eu-agrees-50bn-package-for-ukraine-as-viktor-orban-bows-to-pressure,2024-02-01
article,World news,2024-02-01T19:09:41Z,Macron calls for farming reform as food producers hurl eggs at European parliament,https://www.theguardian.com/world/2024/feb/01/farmers-hurl-eggs-at-european-parliament-as-leaders-meet-for-summit,2024-02-01
article,Environment,2024-02-02T05:00:40Z,Why are farmers protesting across the EU and what can the bloc do about it?,https://www.theguardian.com/environment/2024/feb/02/why-are-farmers-protesting-across-the-eu-and-what-can-the-bloc-do-about-it,2024-02-02
article,World news,2024-02-03T01:36:53Z,Russia-Ukraine war at a glance: what we know on day 710,https://www.theguardian.com/world/2024/feb/03/russia-ukraine-war-at-a-glance-what-we-know-on-day-710,2024-02-03
liveblog,World news,2024-02-03T11:52:15Z,Russia-Ukraine war: fire at major Russian oil refinery after drone attack – as it happened,https://www.theguardian.com/world/live/2024/feb/03/russia-ukraine-war-live-volgograd-putin-zelenskiy,2024-02-03
article,World news,2024-02-04T16:38:30Z,Campaigners criticise ‘absurd’ plan to take apart and rebuild Curie lab in Paris,https://www.theguardian.com/world/2024/feb/04/campaigners-criticise-plan-marie-curie-laboratory-building-paris,2024-02-04
article,Opinion,2024-02-05T11:00:12Z,Think Emmanuel Macron has problems? Wait until the French find out about the existential threat to camembert | Emma Beddington,https://www.theguardian.com/commentisfree/2024/feb/05/think-emmanuel-macron-has-problems-wait-until-the-french-find-out-about-the-existential-threat-to-camembert,2024-02-05
liveblog,UK news,2024-02-05T23:04:05Z,King Charles: Prince Harry to travel to UK to see father after cancer diagnosis – as it happened,https://www.theguardian.com/uk-news/live/2024/feb/05/king-charles-cancer-royal-health-latest-news-updates,2024-02-05
article,Opinion,2024-02-07T07:00:10Z,"In Sweden, we’re smug about our ‘neutrality’. The truth is not so squeaky clean | Gunnar Ardelius",https://www.theguardian.com/commentisfree/2024/feb/07/sweden-neutrality-join-nato-history,2024-02-07
article,World news,2024-02-07T14:41:09Z,Macron calls Hamas attacks ‘biggest antisemitic massacre of our century’,https://www.theguardian.com/world/2024/feb/07/macron-calls-hamas-attacks-biggest-antisemitic-massacre-of-our-century,2024-02-07
liveblog,World news,2024-02-07T19:04:07Z,Middle East crisis: Netanyahu rejects Hamas ceasefire proposal and vows to fight until ‘total victory’,https://www.theguardian.com/world/live/2024/feb/07/middle-east-crisis-live-diplomatic-push-to-secure-gaza-ceasefire-as-hamas-responds-to-plan,2024-02-07
article,US news,2024-02-08T14:51:15Z,Biden mistakes living European leader for dead one – for second time in a week,https://www.theguardian.com/us-news/2024/feb/08/joe-biden-kohl-mitterrand-gaffe-age-questions,2024-02-08
liveblog,World news,2024-02-08T15:58:22Z,Middle East crisis: Israel bombs overcrowded Rafah as UN warns of ‘humanitarian nightmare’ – as it happened,https://www.theguardian.com/world/live/2024/feb/08/middle-east-crisis-live-hamas-delegation-heads-to-cairo-for-more-israel-gaza-ceasefire-talks,2024-02-08
article,US news,2024-02-09T00:13:52Z,Special counsel delivers Trump a Biden attack line on a silver platter,https://www.theguardian.com/us-news/2024/feb/08/biden-classified-documents-report-trump-campaign,2024-02-09
article,Opinion,2024-02-09T07:00:35Z,Macron wants more French babies – but his meddling fertility plan isn’t the answer | Rokhaya Diallo ,https://www.theguardian.com/commentisfree/2024/feb/09/france-emmanuel-macron-babies-women-fertility,2024-02-09
article,World news,2024-02-10T05:00:33Z,Fighting the smartphone ‘invasion’: the French village that voted to ban scrolling in public,https://www.theguardian.com/world/2024/feb/10/fighting-the-smartphone-invasion-the-french-village-that-voted-to-ban-scrolling-in-public,2024-02-10
article,US news,2024-02-10T16:00:47Z, Trump campaign sees boost after boost amid bad week for Biden,https://www.theguardian.com/us-news/2024/feb/10/trump-campaign-boost-supreme-court-biden-memory,2024-02-10
article,US news,2024-02-10T20:49:00Z,Haley hopes to boost election bid with attacks on Trump’s and Biden’s ages,https://www.theguardian.com/us-news/2024/feb/10/nikki-haley-trump-biden-age-attacks-south-carolina,2024-02-10
article,World news,2024-02-12T06:59:53Z,"Monday briefing: From the UK to South Korea, why people are having fewer babies",https://www.theguardian.com/world/2024/feb/12/first-edition-falling-birthrates,2024-02-12
article,World news,2024-02-12T14:50:02Z,‘It’s non-negotiable’: French MPs angry at move to restrict citizenship on Mayotte,https://www.theguardian.com/world/2024/feb/12/its-non-negotiable-french-mps-angry-at-move-to-restrict-citizenship-on-mayotte,2024-02-12
liveblog,World news,2024-02-12T15:00:13Z,Russia-Ukraine war live: Ukrainian air defence systems destroy Russian drones and cruise missile – as it happened,https://www.theguardian.com/world/live/2024/feb/12/russia-ukraine-war-live-ukrainian-air-defence-systems-destroy-russian-drones-and-cruise-missile-overnight,2024-02-12
article,World news,2024-02-12T15:03:43Z,Robert Badinter obituary,https://www.theguardian.com/world/2024/feb/12/robert-badinter-obituary,2024-02-12
article,World news,2024-02-12T19:20:17Z,European leaders call for stronger defence ties after Trump’s Nato remarks,https://www.theguardian.com/world/2024/feb/12/european-leaders-call-for-stronger-defence-ties-donald-trump-nato-remarks-russia,2024-02-12
liveblog,US news,2024-02-12T21:03:51Z,Rand Paul filibusters over Senate’s $95bn foreign aid package – as it happened,https://www.theguardian.com/us-news/live/2024/feb/12/trump-russia-nato-nikki-haley-republicans-biden-latest-news,2024-02-12
article,World news,2024-02-13T12:23:21Z,France halts €100-a-month electric car leasing scheme after huge demand,https://www.theguardian.com/world/2024/feb/13/france-halts-100-a-month-electric-car-leasing-scheme-after-surge-in-demand,2024-02-13
article,World news,2024-02-13T12:23:21Z,France halts €100-a-month electric car leasing scheme after huge demand,https://www.theguardian.com/world/2024/feb/13/france-halts-100-a-month-electric-car-leasing-scheme-after-surge-in-demand,2024-02-13
liveblog,World news,2024-02-13T15:52:32Z,South Africa urges ICJ to consider Rafah intervention,https://www.theguardian.com/world/live/2024/feb/13/middle-east-crisis-live-updates-israel-gaza-ceasefire-deal-truce-agreement-joe-biden-prevent-rafah-offensive-latest-update-news,2024-02-13
